item_id,model_short_name,scorer,n_variants,answer_agreement,correct_agreement,quality_agreement,medical_relevance_var,shuffle_changed_answer
medqa:test:000963,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000968,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000968,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000970,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000970,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000983,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000983,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000986,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000986,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000995,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000995,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000997,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000997,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000998,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000998,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001005,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001005,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001006,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.22222222222222224,False
medqa:test:001006,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,False
medqa:test:001012,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.22222222222222224,True
medqa:test:001012,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:001016,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:001016,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001018,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.2222222222222222,False
medqa:test:001018,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001026,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001026,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001034,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:001034,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:001039,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,False
medqa:test:001039,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,False
medqa:test:001049,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001049,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001073,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:001073,qwen7b,medgemma_judge_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:001081,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.0,False
medqa:test:001081,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001082,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:001082,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:001089,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.22222222222222224,True
medqa:test:001089,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:001092,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.2222222222222222,False
medqa:test:001092,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001106,qwen7b,heuristic_v1,3,0.0,1.0,0.0,0.2222222222222222,False
medqa:test:001106,qwen7b,medgemma_judge_v1,3,0.0,1.0,1.0,0.0,False
medqa:test:001115,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001115,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001120,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001120,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001132,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001132,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001141,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001141,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001146,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:001146,qwen7b,medgemma_judge_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:001150,qwen7b,heuristic_v1,3,0.0,0.0,0.0,0.0,True
medqa:test:001150,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:001151,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001151,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001161,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001161,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001163,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001163,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001165,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001165,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001168,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:001168,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001181,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:001181,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001186,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:001186,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001188,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001188,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001196,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001196,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001203,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001203,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001206,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:001206,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001208,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001208,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001214,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001214,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001218,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001218,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001223,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:001223,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001226,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001226,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001228,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001228,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001233,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001233,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001243,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.2222222222222222,False
medqa:test:001243,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:001249,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:001249,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001265,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001265,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001271,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001271,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:001272,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:001272,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
